sentence_id,section,runes,english
0.5.0.2,0.5,ᚣᛁᛞᚪ ᛝᚷᛗᛄᚱᚩᛚᛇ ᚣᛏᛈᛁᚦᛞᛄ ᛟᚻᛚ ᛠ ᚠᛉᚫᛈᚷᛉ ᚠᛚᚹᛇᛏᚫ ᚠᚷᚾ ᛗᛇᛚᚾ ᛝᛗᚠᚱᛡ ᚪᛋ ᛠᛗᛝᛉᛉᛇᛞᛒ ᛟᛞᛗᚩ ᛠᛇᚻ ᛞᛝᚷ ᛟᛝᛚᚢᚱᚾᛏ ᚫᛋᚣᚢᚻᚱᛏ ᚻᚳ ᛋᛟᛏᛟᛝᚢᚱ ᛋ ᚠᚩᛖᚹᛠᛟᛚᚠᚫ ᛗᚱᛝ ᛞᚪᛗᚱ ᚹᚪᛁᛗᛋᚾ ᛋᛟᚱᚢᚹᛋᛚᛡ,
0.5.0.3,0.5,ᛟᚪᚫᛝᛋᛞᛈᛏ ᚳᚱᚦᛡ ᚱᛒᚩᛞᚦᚠ ᚣᛉᛁᛏ,
0.5.0.4,0.5,ᛟᛁ ᚠᛚᚩ ᚠᛠ ᚱᚩᛟᛗᚻᛗᚷᛈᚻ ᚫᚻᚾᚩᚻᚣ ᛟᛋᛚ ᚾᚷ ᚫᚣ ᛟᚳᛒᛚᛄ ᛝᛚᛟ ᚫᛄᛠᚹ ᛠᚦᚩ ᛒᛟᚣ ᚳᚠᚳᛄ ᛚᚫ,
0.5.0.5,0.5,ᚾ ᚦᛈ ᚢᛉ ᛟᛉᚷ ᛈᚠᛋᛇᚫᛟ ᛝᛈᛇᚩᛖᚪ ᚷᚫᛡᛝᚦᚩ ᛈᚪᛟᚦᚱᛝᚫ ᚳᛋᛒᛇᚣᚻ ᛏᛉᛖᛚᚱ,
0.5.0.6,0.5,ᚷᚹᚣ ᛄᚠᛁᚾᛡᚳᚣᛠᛁᛡ ᚩᚦ ᛖᚳᚫᚳᛉᛡᛠ ᚩᛚᚳ ᚠᚱᛞᛝᛖᚢ ᛞᚳᛚᛠᛋᛉᚳᚷᛡ,
0.5.0.7,0.5,ᚹᛋᚦ ᚠᛞᛝ ᛁᛡᛗᚪᚫᚷ ᚹᛋ ᚾᛞ ᚳᛈᚦᛉᛈᛠᛠ ᚹᚢ ᛠᚹ ᚠᚹᛄᚣ ᛉᛞᚹᚳᚷᚳᛟ ᛞᛉᛟ ᚱᛡᚷ ᚾᛈᚪᚣᛈ ᚳᚣᚻ ᚠᛖᛄᛠᚾ ᛟᚫ ᚢᚪ ᚻᚱ ᛖᛠᚦᚠᛄᚪ ᛚᛉᛋᛏ ᛗᚠᛚᚠᛏ ᚷᛁᚦ ᚢᛚᚷ ᛉᛠᛏᛋᛚᛄᛈ ᛚᛉᛁᛟᛗ ᚢ,
0.5.0.8,0.5,ᚻᛏ ᛒᛇᛚᛞᚻᛒᛗ ᛠᚱᛒ ᚾᚻᛒᛖᚷᛇ ᛞᛚᚹᛇᛡᛈᚩ ᚻᛖᛠ ᚹᛁᚱᛁᚻ ᚢᚦᚻᚣ ᚾᛉᛒᚷᛄᛈᚢ ᛝᛠᚠᚾᛁᛖᛞᛡᛝᚱ ᛞᛒᛄᛡᛟᛗᛁ ᚠᛏ ᛄᛞᛁᚦᚱᛚᛋ ᛖᛇᚩᚷᛒᛏᛞ ᚦᚪᚾᚳᚣ ᛡᛋᚦᛞ ᛝᚠᛚᛖᚷᚻᚳ ᛖᚩᛁᛏᚾᛉ ᛈᛏᚠᚻᚱᛞᛖᚠᛏ ᚫᚹᚻ ᛒᚳ ᚠ ᛈᚪᛚᚢᛠᚾᛚᛄ ᛄᚳᛚᚹᛠᛞᚢᛞᛇ ᛠᛉᛞᚹᚻᛠ ᚦᛡᚫᚳᛚᛏᚹᛖᛁᚳ ᛈᛟᛞᚳ ᚾᚻᚪ ᚱᛁᚷᚦᛠᛖᛏᚷ ᚦᚻᚩᛡᚹᚫᛄᛖ ᛝᛠᛞ ᚩᚫ ᚪᛚ ᛒᛄᚳᚢᛉᛏᚪᛒᛄᛈ ᚠᛠ ᚻᛞᚾᛡᚢᛈᛋᚢᚹ,
0.6.0.0,0.6,ᛚᛄ ᛇᚻᛝᚳᚦᛏᚫᛄᛏᛉᚻ ᛏᚢᛟ,
0.6.0.1,0.6,ᛋᛈᚱᚷ ᚣᚾᚪᚷᛇᛝᚾ ᚹᚠᚣᚾᛒᛠᛡ ᛈᚾᚣᚪᛋᛗᛒ ᛡᛠᛡᛁ ᚩᛒᚱᚾᛚᛠ ᚱᛚᛚᛖᛒᚹᚾᚻᛗᚠᛟᛒ ᛝ ᚱᚪᛡᚷᛟᛇᛏᛗᛉ ᛞᛇ ᛗᚣᚻᛠ ᛁᛚᛋ ᚾᚹᚳᚠᛈᛗᛈᛚ ᛠᛋᚦᚠᛟᛡ ᚦᛖᚣ ᚳᛄᛚᚳᛡᛗ ᛒᛞᚳᛇ ᛄᛁᛏᛟ ᛞᛠᛖᛡᚾᛏ,
0.6.1.0,0.6,ᛈᛞᚦ,
0.6.1.1,0.6,ᛇᛞᛇ ᚫᛚᚳ ᛡᛇ ᛠᚻ ᚹᛗᚣᚦᚢ ᚻᛏᚦᚱᚻᛝ ᛚᛝᛋ ᚾᚫᛠᚷᛋᛚ ᛋᛉᚩᚻᚹᛞᛗᛖᛗᚪᚠ ᚳᚣᚳᚫᚾ ᛏᚦᚷ ᛁᛄᛁ ᚳᛞᛡᛉ ᚻᚫᚫᛠᚷ ᛠᛝ ᚠᛏᚩᚱᛞᚳᛇ ᚠᚢᛉᛠᛒᚩ ᛉᛁᚣᚷᛋᛋᛒᛠ ᚩᛁᛈ ᛁᛄᛁᚩᛖ ᚻᛠᚻᛚᛡ ᚣᛈᛉᛁᚹᛗᚳᛁ ᛚᚷᚠᚾᛡᚳᛉ ᛈᚩᚱᛡ ᚻ ᛄᛗ ᛟᛉᛝ ᚢᛗᛇᛠᚷᛝ ᛝᚹᚳ ᛚᛝᚢ ᛉᛄᚠᛟᚢ ᚷᛠ ᛗᛉ ᚪᚹ ᛚᚢᛉᚫ ᛗᛞᛝᚻᚱᚣ ᚻᚪ ᚷᛁᚠᚷᚳ ᚫᛝᛄᛇᛉᛡ ᚾᚦᛒᚢᛄᚱ,
0.6.1.2,0.6,ᚹ ᚷᛚᛟᚷ ᚦᛇᚠ ᚦᛠᛁ ᛋᚷ ᚷᚣ ᛠᛡᛈ ᛡᚫᛚ,
0.6.1.3,0.6,ᚦᛠᛉᚫ ᛖᛗᛖᛏᛟᛏ ᛠᚳᚠ ᚳᛠᚷ ᚦ ᛈᛁᚳᚾ,
0.6.1.4,0.6,ᛇᚣᛝᛄᛝᛗᚹᚳᚾ ᛒᚣᛠ ᚩᛟᚷᚱ ᛗᚱᛗᛈᛡᚹ ᚫᛟᚦᛟ ᛈᛉᛄᛚ ᚱᛚᚱᛒᚪᛈᛏᛉᛚᛏ ᛗᛉᛁ'ᚹ,
0.6.1.5,0.6,ᛄᛋᛟᛗᚾᚱᛖᛒᛋ ᚳᛏᛚᛟ ᛋᛒᚠᛉᚦᚪᛠᚢ ᛇᛉ ᚱᚷᛏᛇᛠᛁᛄᛒᛟ ᛉᚷᛄᛝ ᛠᚦ ᚱᛝᛒ ᚾᚢᚪᛝᛒᛈᛋᛠ ᛈᚹᚩᚻᛖ ᚫᛇᚷᚾᚫᛋᛇ ᚩᛈᛗ ᛖᛉᛡᛒᚹ ᚢᛖᛁᛞ ᛈᚪᛇᚷᛋᚳᚷᛞᛈᚣ ᛡᛚᚦᚱ ᚳᚢᚠᛇᚦ ᛉᛖᛚ ᚢᚱᚫ ᛉᚻᛄᚫᛗᛚᚠ ᚳᛝᛞ ᛁᛝᚩ ᚳᛋᛟᛖᚣᛟᚻᚢ ᚷᛞᚹᚪ ᛖᛋᚷᛝᚠᛉ ᛞᛉᛄ ᛠᚻᛁ ᚦᛈᛉᚣ ᛡ ᛇᛞᛇᛝᛇᛝ ᛖᛠᛞᚱ ᛚᛇᛏ ᛉᛏᚣ ᚱᛇ ᛈᛝᛇᛈᚩᛁᛚᛖᚠ ᛇᚫᚪ ᚣᛝᚠᚣ ᚠᛞᚾᛚ ᛉᛏᚾᚫᛋ,
0.6.1.6,0.6,ᛁᚩᚳᚢ ᚣᛠᚾᛏᚷᚳᚪ ᛉᛡᛇ ᚦᛄᚣᛄᛚᛟᛖᛚ ᚣ; ᛈᛡ ᛖᚹᛟ ᛇᚾᚪ ᚻᛞᛇᛋ ᚦᚣᛇᚦᛄᚦᚱᚢ ᚳᛠᚪ ᚢᛄᛡᛈ ᚣᚫᛇᛋ ᚻᛠᛏᚣᛞᚣᚫᚠᚻᚩ ᛟᛗᛉᛟᛄᚷ ᚢᛡᚱᛡᚳ ᛁᚠᛟ ᛁᛄᛈᛒ ᛖᛝᚣᚦᚩᚫᚣ ᛠᛉᛡᛖᛚ ᛁᚱᚣᛞᛠᛄ ᚫᚳ ᛗᚷᛁᚫᚢᚪᚫ ᛄᚪᚻᛈ ᚠᛞᛚᛁᛠᛈᛟᚣᚩ ᚢᛒᚷᛝᛟᚢᛝᛋᚢᚳ ᛏᛞ,
0.6.1.7,0.6,ᚫᛈᚩᛄ ᛒᚻᚱᛁᚷᚻᛄ ᚣᚹᛗᛇᚾᚫ ᛞᛝᛇ ᛟᛄᛝᚳᛖᛠ ᛉᚪᚱᚣ ᚪᚢᛏ ᚳᛈᚳ ᚩᛇᛟ ᚫᛈ ᛏᛉᚳᛏᚻᛞᛇ ᛉᛒᛠ ᚫᚾᛄ ᛠᚪᛒ ᛖᛠᚹ ᛡᛚ ᚹᛁᛡᛋᛈᛚᚦᚪᛋᛄ ᛡᛞᚣᚱᛞᛟ ᚦᚱᛉᛟᚹ ᚣᛞᛏ ᚷᛚᛡᚻᚹᛗᚱ ᛝᚠᚳ ᚱᚫᛁᛒᚷᛈᚣ ᛞᚪᚱᚪᛉᛟ ᚢᚩᛁᛠ,
0.6.2.0,0.6,ᚪᛏᛉᛒ ᛗ ᚷᛡᛋᛒ ᛉᛇ,
0.6.2.1,0.6,ᚷᚾᛠᚫᚷᛝᛞ ᛉᛖᛏᚩᚷᛡ ᛝᚻᛏ ᚳᛁᚣ ᛄᛏ ᛟᚩᚻᚱᛄ ᚳᛖᛡᚩ ᛞᚪᛏᚣᚢᚾᚱᛇ ᚫᚫᛁᛖᚠᛝᚦᚻ ᛉᛁᛟᛋᛁ ᛗᚪ ᚢᛄᚳᛋᚹᚾᚣ ᚩᛈᛉᚱ ᛚᚫᛟᛏᛡ ᛄᛈᛗ ᛞᛋᚠᛗ ᛟᚹ ᛞᛚᛏ ᚷᚱ ᚩᚢᛋᚻᚪ ᚣᛇᛡᛚᚢᚻ ᛈᚹᛄᛚᚷᛒ ᛗᚢᛄᛗ ᛇᚾᛇ,
0.6.2.2,0.6,"""ᚫᛚᚪᛚᚷᚪ ᛋᚻᛝ ᛚᚦᛒ ᛋᚳᚢᚳᚩᛡ"" ᛚᚳᛄ ᛉᚪᚾᛇᛉ",
0.6.2.3,0.6,ᛠᛗᛈᚢ ᛗᚠᛚᛠᛝ ᛒᛉᛁ ᛚᚦᚱ ᛠᛡᛁᚳ ᚩᛉᛖᛞᛡ ᛏᛋᛗᛠᛄᛈ ᛠᛟ ᛡᚫᚦᚹᚻᛈᛇᚪᚷᛈᚻᛠ ᚳᛚᛠᛈ ᛡᚣᚾᛁ ᛚᛡᛁᚳ ᚫᛇᚾ ᚫᚳᛡᚱᛡᛚᛞ ᛒᛟᛝᛡ ᛉᛗᛝ ᚳᚻᛟᛠᚾᛈᚳᚦ ᛁᛇᚦ ᛇᚢᚩ ᚦᛈᚪ ᛡᛚᛟᚹᛡᛈ ᛄᛗ ᚷᛒᛈᛋᚾᛇ ᛏᚩᚷᚢᚾᚫᛖ ᚾᚣᛁᛖ ᛞᛝ ᛞᛝ ᛚᚢᛚᛉ ᚪᚾᛝ ᛇᚪᛄ ᚻ ᛞᚹᛈᚫᚹᚫ ᛇᛁᛚᛝ ᚦᚾᚳ,
0.6.2.4,0.6,ᛒᛁᛏ ᛠᚳᚩᛇᛖᛝ ᚳᚻᛟᚻᚫᛄ ᛟᛉ ᛁᚳᛖᛏᛋᚹᛖᚾᛡᚣᛄᛗ ᛖᚳᚪ,
0.6.2.5,0.6,ᛞᚩ ᛟᛏᚦᚫ,
0.6.2.6,0.6,ᚳᚹᛄ ᛉᛠ ᚷᛠᛗ,
0.7.0.0,0.7,ᛉᛁᛉᛗ ᚢᛉᛗᚳᚦᛈᚩᛒ ᛡᚾᛏ ᛠᛉ ᛈᚱᚣ ᚩᚳᛠᛗᛝᚷᛉᛚᚢ ᛝᛁᛏᚩ ᛄᚠᛝ ᛋᛚᚾᛞ,
0.7.0.1,0.7,ᚩᛗ ᛇᚫ ᚱᛞᚹᛏᛄᚦ ᚣᚦᛋ ᚫᚣᛖᛋᛉᛟᛒ ᛠᚱᛇ ᛈᛝᚢᛈ ᚩᚦᛉ ᚪᚻᛟᚱᛝᚢᛖᚱ ᚣᛚᛉᛚ ᛡᛚᚱ ᛈᚹᛇᚾ ᛠᚪᚱᛉᛝ ᚣᛋᚻᚢᛚ ᛋᚣ ᚷᚾᚢ ᛇᚫᚾᚾ ᚩᚫᛖᛞ ᚪᚩᛄᛡᚢᚪᛉ ᚱᛉᛡᛟᛄ ᛗᛁᛇᛚᛠᚻᚦᛗᛠᚣ,
0.7.0.2,0.7,ᚷᛒᚳᛈᛉᚳ ᚾᛟᛟᛋᚷᛗᛈᛖᛏᛚᚾᛄ ᛄᚳᛝᚩ ᛁᚹᛚᛠᛒ ᚠᚪᛖ ᛏᛝ ᚾᛈᛠᚩᛏᚦ ᚻᛝᛉᛈᚻᛈᚳᛈᚱᚢ ᛚᚠᛖᛟ ᚷᚪᛒᚠᛁᚫᚠᚢᛟ ᛗᚠᚣᛝᛄᚳ ᚻᛏᚠᛚᚫ ᛖᚦᛋᛚᚩᚢ ᚫᚩᚪᛗᛟᚢᚹᛇ,
0.7.0.3,0.7,ᛒᚾᛋᛚᛝᛄᛟᚾ ᛗᛚᛒ ᛟᛏ ᚾᛞᛒᚩᚾᚦᛡᚻᛟ ᚱᛈᚾᚠᛈᛞ ᛋᚩᛁᛠᚣᚾ ᛇᚣᚹᚫᚷᛄ ᛝᛗᚪᚹᛈ ᚪᚢᚾ ᛈᛡᛗᛖᛞᛟ,
0.7.0.4,0.7,ᛁ ᛉᛡᛗ ᚠᛈᚩ ᚦᛉᛞ ᚩᛞ ᛋᛈᛉᛡᚷ ᛟᚻᚠᚦᛉᛄᛟᛋᚦᚣᚦ ᛏᚻᛋᚣ ᚻᛠᚷᛚᚫᚱᛏ ᚢᛋᛟ ᚦᚠᚠᚣᛟᛡ ᛇᚳᚣᛒᛚᛝ ᛠᚱᚻᛞ ᛄᚣᛏᚫ ᚻᛞᚳᛋ ᛉᚠᛞ ᚦᛗ ᚳᛇᛝ ᚫᚾᛡᛠᚹᛁᛡ ᛒᛗᛝ ᚷᛈᛁᚳ ᛠᛚᚷᛉᚣᚣᚱᛄ ᛉᛁᛄᚢ ᛖᚣ ᚪᛝᛈ ᛡᚫᚳ ᛖᛠᚹᛒᚦᛟᚠᛗ ᚫᚱᚠᚩᛏ ᛝᛉᛞ ᛗᛖᛡ ᚩᛈᛋ ᛇᛞ ᛇᛟᚫᚾ ᚷᛗᚣᛁᚫᛁᛄ ᛈᛄᚩᛡᚷ ᛈᚳᛄ ᛚᛖᛡᚻᛚᚷᚱᛇ ᛟᚣ ᛠᚣᛗᚹᚾᚹ ᚠᛁᛄᚢᛗᚫᚾᚳᛗᛠᛁ,
0.7.0.5,0.7,ᚩᛇ ᛒᛚᛞ ᚾᚹᚠᚾᛒᚱ ᛋᛟᚦᛡ ᚪᛡᛏᚷᚷᚹ ᚪᛋᛡᚦᛋᚦᛋᚠᛗᚷᛞᛠ ᛝᛈᚩᚪᚣᛝᛈᛋ ᛟᚾᛇᚪᛖ ᚻᚢᚷ ᚩ ᚢᚦᛏ ᛒᚷᚣᛝᚠᚣᛁᚻ ᚹᛡᛠᚱᚫᚹᛡᛞᚪᚦᚳ ᛉᚢ ᛈᛏᛋᚢᛖ ᚷᚦᛡᛚ ᛖᛋᛠᛝᛉᛈᛉ ᚾᛟ ᛞᛟᛒ ᚾᚹᚢᛁᛇᛚᛞ ᛁ ᚦᚣᚷ ᛟᛈᛡ ᛖᚪ,
0.7.0.6,0.7,ᚠᛋᛉᛞ ᛖᚷᚦᛠ ᚾᛋ ᛞᛟᛗᛖ ᛗᚾᛉ ᚹᛒᛠᛈᛟ ᛗᛉᚫ ᛄᚩᛞᚻᛡᚷᚠ ᚣᛗ ᛁᚷᛉᚻᚹ ᚾ ᛋᛗᚷᛠ ᚣᛚᚱᛄᛗᛉᚣ ᛇᚱᚢᛟ ᚣᚦᚢᛟᚩ ᚱᚢᚹ ᛁᛒᚳ,
0.7.0.7,0.7,ᛠᛏᛞ ᛚᛖᛋᛄ ᚳᛟ ᚷᛞᛡ ᚢᚹᛝᚻᚫᚢᛈ ᛏᛈᚩᚣ ᚾᛇᚦᛟᛏᛇᚳᚠ ᛒᚪᚾ ᛗᚦᛝ ᛟᛠᚢᛁᚪ ᚾᚻᛝᛉᚩ ᛇᛁᛡᚠᛟᛒᚦᚠ ᛋᛒ ᚠᛞᛇ ᚩᚦᛏ 7 ᚷ ᛚᛄᛖᚫ,
0.7.0.8,0.7,ᚣᛁᚫᚹᚻ ᚫᛏ,
0.7.0.9,0.7,ᛁᛉ ᛉᚻᛞᚩᛠ ᚫᛋᛝᛚᛝ ᛖᚩᚻᛗᚩᛟᛒᚦ ᚱᛚᛋ ᚳᚻ ᚪᛡᚾᛇᚱᛉᚦ ᚣᛉᚻ ᛡᚾᚢ ᛗᛉᚹ ᛖᛈᛖ ᚩᚳᛈᚳᛞᚪᛉᚢᛗᛝᛟ ᛋᚾᛟᛉ ᚠᚱᚳᛒᚢᛄᚱᚫᛝ ᛒᛋᛟᛠᛡᚪᛚ ᛏᛟᚾᚫᛟᚪ ᛁ ᛡᛋᚳᛖ ᚹᛒ,
0.7.0.10,0.7,ᚾᛚᛝ ᚦᚾᛁᛠ ᛒᛡᚱᚠᛖᛁᚹ ᚾᚠᛗᚢᚷᚾ ᛄᛚᚳᚱ,
0.7.0.11,0.7,ᛝᚣᛉᛋᚪᛟᚱᛉᚳ ᛒᚫ ᚠᚢᚪᛖᚪᚹ ᛚᚾ ᛄᛉ ᚻᚦᛉ ᛗᛚᚾᛖ ᛏᛝᚦᚪᚩᚢᛗᚣ ᚠᛝᚪ ᚻᛡᛇᛡ ᛚᛏᛁ ᛇᛁ ᚳᚢᚢᛖ ᚳᛒ ᚫᛇᚠᚦᚳᛚᚩᛉᛚᚩᛚ ᚠᚳᛠ ᚪᚠᛟᚫᚠ ᚾᚳ ᚢᛒᚱ ᚾᛇᚩᛉ ᛁᚳᛟ ᛞᛉᛠᛝᚠᚱᛡᚳᛇ ᛉᛟᛈᛗᛞᚳᚦᚹᛈ,
0.7.0.12,0.7,ᛡᚻ ᚾᚦᛇᛏᚹᛖᚢ ᚫᛇᚦ ᛝᛟᛏᚳᚷᛒᛠ ᚪᚳᛒᚪᚩᚹᚫ ᛉᚢ ᚫᛖᛒ,
0.7.0.13,0.7,ᛇᛏᚢᚩ ᛟᛞᚠᚢᛋ,
0.7.0.14,0.7,ᛡᛄᛗᚦᛠᛏᚪ ᛒᚹᚣ ᛏᛄᚻᚦᚫ ᛚᚪᚱᚫᛟᚦᚩᚾᛟᛁᛖ ᛡᚠᚷ ᛋᚠᚦᛏ ᛠᛡᛠᛁᚢᛡᛇᛝᛞ ᛉᛏᚠᛒᚻᚢᛋᚳᚱᛇᚹ ᛇᛈᛋᚢᛚᚪᛈᚢᚳᛖᚠᛞᛉ ᚦᛠᛇᛝᚻ ᚣᚱᛗ ᛟᚾᛚ; ᛈᚹᛞᚱᛄ ᚪᛝᛞ ᛁᚦᛏᚷᚢᚹᚳᚻᛖᚩᚪᛖ ᛉᚪᚢ ᚳᛁ ᚱᚳᚹ ᛠᛇᛏ ᚦᚳᚻᚢ,
0.7.0.15,0.7,ᛡᚹᛟ ᚷᛇᛈ ᚢᛈᚦ ᚷᚣᚢᚪᛗ ᚹᚳᛖᛝᚱᛠᛞᛏᚻ ᛄᛁᛈᚻᚠᛉᛝᛈᚾ ᛒᚳᚪᚷᛋᛟ ᛉᛠᛈᚪᚩᚷᚠᚳᛡᛄ ᛠᚢᚠᛋᛚ ᚣᛚ ᚢᛒ ᛉ,
0.7.0.16,0.7,ᚱᚣᚾ ᛁᛠ ᛚᚹᛋ ᚠᚦᚪᛠ ᛈᚷ,
0.7.0.17,0.7,ᛏᚷᛡᛟᛠᛡᛒ ᛉᛄᛒ ᛖᚾ ᛞᚠᛠᛗ ᚦᚪᛗᚠᚪ,
0.7.0.18,0.7,ᚻᛡ ᛗᛁᛏᛟ ᚻᚣᚹᛏ ᚠᛒᛁ ᚫᛖ ᛝᛒ ᛚᛏᛠᛉ ᛟᛋᚾᛉ ᚹᛏᛠᛏ ᛖᚢᛡᛖ ᛉᚾᛇ ᛟᚳᚾᚠᚩᚾᚠ ᚳᚪ ᚷᚱᚩ ᛠᚦᚹᚣ ᛒᛁ ᛝᛇᛟ ᚣ ᚷᛗᚩ ᛁᚷᛄ ᚩᛇ ᚢᛁᛉᛝᚪᚱᛉ ᛏᛄᛞᛈ ᚾᛝᚷᛏᚢ ᛚᚷᚳᛏ ᚢᛒᛇ ᛈᚩᚣᚢᛏ ᛡᚫᛏᚹᛏᛇ ᛡᚫᚫ ᚦᛏᛝ,
0.7.0.19,0.7,ᛠᚳᛁᛉᚻᚦᚣ ᚻᛚᚾᛋᚱᛡᚫᛚᚫ ᛖᚷᚻ ᛞᚾᚻᛠ ᚠᚪᚹᛖᚠᛄ ᛒᛇᚱᚹᛏᛉᚾᛠᛖᛁ ᚠᚾᛡᚳ,
0.7.0.20,0.7,ᛋᛟᚹ ᛈᚷᛝᛟ ᚷᚦᚠᛄᚷᚳ ᛒᛁᛗᛚᛇᛠᚹ ᚾᚫᚹᚷ,
0.7.0.21,0.7,ᚩᚻᚪᛏᚾᛄ ᚣᛝᛏᛡᛝ ᚢ ᚩᚠᚣ ᛗᚢᛒ ᛏᚠᛈ,
0.7.0.22,0.7,ᚱᚩ ᛉᚩᛝᛒ ᛖᛏᚩᛉ ᚣᛗᚠᛉ ᛖᚩᚫᚷᚣᛚ ᚩᛇ ᚠᛋᚫᛇᛗ ᛡᛟᚹᚾᚩᚢᚹᛖᛁ ᚾᚦᚫᛠᚪ ᛠᛚ ᚹ ᛡᚩ ᚢᚦᛗ ᛝᛚᚪᚠᛝ ᛚᚠᛚᚳᛒᚢᛝᛉ ᚣᛡᚪᚷ ᚹᛟᚪᚻᚹᚢ ᛖᛠᚷ ᛁᚪᛏᛄᛗ ᛏᛖᛁ ᚣᛡ ᚦᚾᚠᚦ ᚩᛈᚻᚪ ᚻᛋᛠ ᛡᛉᚪᚫ ᚠᚣᛞᛠᛇᚠᚫ ᛏᛗ ᚳᛡᚷ ᚱᚢᛞ ᛄ ᛋᛡᛇᚩ ᛚᛟ ᚦᚱᚫᛒᛚᚦ ᛖᚪᚦᛗᛚ ᚦᛉᚪᚱ ᛟᛖᛒᛄᚱᛄᛖᛁᛈ ᚪᛖᛠᚠᛄᚢ ᛞᚹᚦᚣ ᛉᚷᚩᚳᛡ ᛇᛗᛞᚳᛏ ᚻᛚᚦᛝᛖᛗᚱ ᛒᚷᛞᛉᛗᛒᛉᚳᛝᚦᚣᛞᚫᛠ ᛋᛏᛗᛏᚻᚹ ᛇᚳᚪᛞ ᛠᚢᛒᛉ ᛡᛁᛡᛚ ᚷᛋᚦᛞ ᚠᚢᚩᛠ ᛚᛋᚣᛏ ᛋᚪᛞᚫᚹᛄᛞ ᛋᛈᛋᛄ ᚪᛖᛁᛇᛒᛟ ᛏᛄ ᚠᚩᛚᛞ ᚾᚷᚳ ᛚᚷᛗ ᛠᚦᚢ ᛟᚻᚾᛟᚣᛡ,
0.7.0.23,0.7,ᛇᚻᚣᚪᛈ ᚾᛋ,
0.7.0.24,0.7,ᛞᚫᛠᚳᛉᛄ ᚦᚹᛋᚱᚦᚫᚾ ᛡᛚᚣᚫᛋᛖ ᛟᚣᛝᛡ ᚦᚣᚷᛇᚱ ᛋᛠᛏ ᛡᚳᛉ ᛠᚷ ᚳᛒᛋ ᚹᚾᚻᛖᛝᛋ ᚩᛡᛗᛉᛝ ᛉᚦ ᛠᛞᚳᛒᚷᛉᚹᛝᚢ ᛉᛞᛈ,
0.7.0.25,0.7,ᛉᛡᛈᛟ ᚾᛡᚠᛡᚢᛋ ᛉᚪᛖᚻᚱᚣᛠᛇ ᛒᛟ ᚪᛝᛡ ᚳᚱᚳᛈᚩᛏ ᚻᚣᚫᛁᛋᚩᚦᛚ ᛟᛚ ᛋᚪᚢᚪᛈᚻ,
0.7.1.0,0.7,ᚠᚢᛚᛗ ᚪᛠᚣᛟᚪ,
0.8.0.0,0.8,ᛚᚢᛝᚾ ᚳᚢ ᛒᚾᛏᚠᛝ,
0.8.0.1,0.8,ᛁᚢᛁᚢ ᛟᚫᛄᚠᚫ ᚢᚷᛉᛇᛈᛉ ᚣᛠᛚᚪᛉ ᛟᛉᛡᚦᚻᛠ ᚾᚪᚳ ᚢᚷᚾ ᛈᛖᚾᚦᚩᚢᛁᛡᚱ ᛏᛁᛒᛇᚳᚠᚷ ᚩᚦᚪ ᛁᛈᚻᛡᛒ ᚹᛈᚻᚱᛞᛉᛏᚢ ᚣᛒ ᚠᛋᛉᚢ ᛗᛁ ᛡᚱ ᛝᚢᚠᚦᛝ ᛈᛟᛒ ᚻᚷᚻᛡᛚ ᚩᛞᚪᚳ ᚦᛈᛞᛋᛡᚻᛇᛚ ᚢᛏᛋᛞ ᚦᚢᛞᛝ ᛚᛉᛝ ᛏᚩᛚ ᚪᛚ ᚣ ᛟᛡᛉᚣ ᛒᚻᚫᛄᛡᛁ ᚱᚦᛚᚠ ᛠᚾᛝ ᛉᛗᛒᚩᛠᛈ ᛖᛞᚪᚫᛏᚩᛠᛖᛠᛉᚳᛠᛏ ᚩᛞᚳᛠᚾᚳᚦᛗ ᛞ ᚷᛁᚳᚹᛟ ᚪᚢᛒᚳᚫ ᚦᚱ ᛋᚣᚪ ᛏᚦᛒ ᛝᚹᛋᚱᛁᛝ ᛒᛁᚪᚫᛚ ᛏᚱᛡᚫᚠᛞ ᛝᛄᚩ ᛡᛠᛉ ᚪᛡᚻ ᚱᛒᛁ ᛞᛡᛄᚪᛈᚱᛋ ᚢᛡ ᚻᚷ ᛚᛟᚠ ᚻᚷᚫᛋ,
0.8.0.2,0.8,ᛈᚹᚷᚷ ᛗᛟᚪᚾᚱ ᚩᛟᛞ ᚷᛟᚠᛠ ᛡᚷᚳ ᛉᛠᚠᛚ ᛒᚫᛈ ᚩᛄᛈ ᛄᛗᛠ ᚾ ᛉᚪ,
